Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,358,958,214450,I'm afraid <url> is slightly under the 5x expansion threshold. Could you please see my comments at <url>?,Rating,,1,,,,3,,,,,,,,,0,,,-2,,,,6,12,2,,,7,,7,,6,,,,,,,,3,,,,12,,,,3,4,,,-3
Wikipedia,358,958,214450,I'm afraid <url> is slightly under the 5x expansion threshold. Could you please see my comments at <url>?,Highlight,,"11: Could,12: you,13: please,14: see,15: my,16: comments,17: at,18: <url>?",,,,"1: I'm,2: afraid",,,,,,,,,18: <url>?,,,2: afraid,,,,"11: Could,12: you,13: please",13: please,"1: I'm,2: afraid,11: Could,12: you,13: please",,,"1: I'm,2: afraid,11: Could,12: you,13: please",,"2: afraid,11: Could,12: you,13: please,14: see",,"1: I'm,2: afraid,11: Could,12: you,13: please,14: see,15: my",,,,,,,,13: please,,,,"1: I'm,2: afraid,11: Could,12: you,13: please",,,,"1: I'm,2: afraid,11: Could,13: please","11: Could,12: you,13: please",,,"1: I'm,2: afraid,11: Could,12: you,13: please"
Wikipedia,359,959,486441,"I understood just fine, but wasn't at my computer. Are you in a hurry?",Rating,,-1,,,,-3,,,,,,,,,0,,,1,,,,-5,4,-3,,,-7,,0,,0,,,,,,,,0,,,,3,,,,-4,3,,,0
Wikipedia,359,959,486441,"I understood just fine, but wasn't at my computer. Are you in a hurry?",Highlight,,"1: I,2: understood,3: just,4: fine,,10: Are,11: you,12: in,13: a,14: hurry?",,,,"10: Are,11: you,12: in,13: a,14: hurry?",,,,,,,,,14: hurry?,,,"2: understood,11: you",,,,"2: understood,3: just,4: fine,","10: Are,11: you,12: in,13: a,14: hurry?","1: I,2: understood,3: just,4: fine,,10: Are,11: you,12: in,14: hurry?",,,"10: Are,11: you,12: in,13: a,14: hurry?",,"10: Are,11: you,12: in,13: a,14: hurry?",,"3: just,4: fine,",,,,,,,,10: Are,,,,10: Are,,,,"3: just,4: fine,,5: but,6: wasn't,10: Are,11: you","10: Are,11: you,12: in,13: a,14: hurry?",,,"10: Are,11: you,12: in,13: a,14: hurry?"
Wikipedia,360,960,524994,"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",Rating,,2,,,,4,,,,,,,,,0,,,5,,,,1,12,4,,,10,,-3,,1,,,,,,,,3,,,,9,,,,,5,,,12
Wikipedia,360,960,524994,"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",Highlight,,"1: Thanks,2: for,3: the,4: infomative,5: reply,26: It,27: is,28: better,,29: though,,30: I,31: think,,38: Is,39: it,40: possible,41: to,42: have,43: that,44: inside,45: the,46: infobox?",,,,1: Thanks,,,,,,,,,46: infobox?,,,1: Thanks,,,,"1: Thanks,2: for,3: the,4: infomative,5: reply","38: Is,39: it,40: possible","1: Thanks,2: for,38: Is,39: it,40: possible",,,"1: Thanks,2: for,3: the,4: infomative,5: reply,6: --,7: I,8: wasn't,9: really,10: questioning,26: It,27: is,28: better,,29: though,,30: I,31: think,,38: Is,39: it,40: possible",,"20: don't,21: think,22: it,23: makes,24: much,25: difference.",,"38: Is,39: it,40: possible,41: to,42: have,43: that,44: inside,45: the,46: infobox?",,,,,,,,6: --,,,,"1: Thanks,2: for,3: the,4: infomative,30: I,31: think,,38: Is,39: it,40: possible",,,,1: Thanks,"1: Thanks,2: for,3: the,4: infomative,5: reply,29: though,,38: Is,39: it,40: possible,41: to",,,"1: Thanks,4: infomative,7: I,8: wasn't,9: really,10: questioning,19: I,20: don't,21: think,22: it,23: makes,24: much,25: difference.,26: It,27: is,28: better,,29: though,,30: I,31: think,,38: Is,39: it,40: possible,41: to"
Wikipedia,361,961,543996,Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?,Rating,,,,-2,,,,,,0,,,,,,0,,-2,,,1,,,,0,,,,,-5,,,0,,,,,,,0,,,0,,,1,,,-1,,-3
Wikipedia,361,961,543996,Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?,Highlight,,,,"10: Are,11: you,12: going,13: to",,,,,,"10: Are,11: you",,,,,,"10: Are,11: you,12: going,13: to,14: reframe,15: the,16: discussion?",,2: noticed,,,"1: Just,2: noticed",,,,14: reframe,,,,,"10: Are,11: you,12: going,13: to,14: reframe,15: the,16: discussion?",,,"10: Are,11: you,12: going",,,,,,,"10: Are,11: you",,,1: Just,,,"1: Just,2: noticed",,,"1: Just,2: noticed,10: Are,11: you,12: going,13: to",,"1: Just,2: noticed,10: Are,11: you,12: going"
Wikipedia,362,962,391778,"Um, I'll check it out, 141.158.210.110, but I haven't had a lot of edits (if any) on that article. In the mean time, why not <url> and join the Wikipedia community?",Rating,,,,-5,,,,,,-10,,,,,,4,,-1,,,-3,,,,8,,,,,-3,,,1,,,,,,,-1,,,-3,,,-3,,,2,,-5
Wikipedia,362,962,391778,"Um, I'll check it out, 141.158.210.110, but I haven't had a lot of edits (if any) on that article. In the mean time, why not <url> and join the Wikipedia community?",Highlight,,,,"1: Um,,7: but,15: (if,16: any),24: why,25: not",,,,,,"1: Um,",,,,,,"24: why,25: not",,"1: Um,",,,"1: Um,,9: haven't,10: had,11: a,12: lot",,,,"2: I'll,3: check,4: it,5: out,,24: why,25: not",,,,,"8: I,9: haven't,10: had,11: a,12: lot,13: of,14: edits,24: why,25: not",,,"2: I'll,3: check,4: it,5: out,,7: but,24: why,25: not",,,,,,,"1: Um,,24: why,25: not",,,"24: why,25: not",,,"1: Um,",,,"2: I'll,3: check,4: it,5: out,,7: but,8: I,9: haven't,10: had,24: why,25: not",,"1: Um,,24: why,25: not"
Wikipedia,363,963,622829,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?",Rating,,,,5,,,,,,-7,,,,,,4,,-2,,,0,,,,-1,,,,,12,,,1,,,,,,,2,,,12,,,5,,,3,,3
Wikipedia,363,963,622829,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?",Highlight,,,,"1: Hope,2: that,3: you,4: don't,5: mind,,25: what,26: do,27: you,28: think?",,,,,,"1: Hope,2: that,3: you,4: don't",,,,,,"1: Hope,2: that,3: you,4: don't,5: mind,",,"5: mind,",,,"1: Hope,2: that,3: you,4: don't,22: Check,23: it,24: out:,25: what,26: do,27: you,28: think?",,,,"1: Hope,2: that,3: you,4: don't,5: mind,",,,,,"1: Hope,4: don't,5: mind,,22: Check,23: it,24: out:",,,"1: Hope,2: that,3: you,4: don't,5: mind,,22: Check,23: it,24: out:,25: what,26: do,27: you,28: think?",,,,,,,"1: Hope,2: that,3: you,4: don't,5: mind,,25: what,26: do,27: you,28: think?",,,"1: Hope,2: that,3: you,4: don't,5: mind,,25: what,26: do,27: you,28: think?",,,"1: Hope,2: that,3: you,4: don't,5: mind,",,,"1: Hope,2: that,3: you,4: don't,5: mind,,22: Check,23: it,24: out:,25: what,26: do,27: you,28: think?",,"1: Hope,2: that,3: you,4: don't,5: mind,,22: Check,23: it,24: out:,25: what,26: do,27: you,28: think?"
Wikipedia,364,964,486533,It seems like the bot hasn't made any contributions in quite a while. Is something wrong?,Rating,,,,2,,,,,,1,,,,,,0,,-2,,,3,,,,-2,,,,,-4,,,0,,,,,,,0,,,3,,,-4,,,5,,3
Wikipedia,364,964,486533,It seems like the bot hasn't made any contributions in quite a while. Is something wrong?,Highlight,,,,"1: It,2: seems,14: Is,15: something,16: wrong?",,,,,,"14: Is,15: something,16: wrong?",,,,,,"1: It,2: seems,14: Is,15: something,16: wrong?",,6: hasn't,,,"1: It,2: seems,3: like,14: Is,15: something,16: wrong?",,,,"5: bot,8: any",,,,,"4: the,5: bot,6: hasn't,7: made,8: any,9: contributions",,,"14: Is,15: something,16: wrong?",,,,,,,"2: seems,3: like",,,"2: seems,3: like",,,"14: Is,15: something,16: wrong?",,,"1: It,2: seems,3: like,14: Is,15: something,16: wrong?",,"1: It,2: seems,3: like,10: in,11: quite,12: a,13: while.,14: Is,15: something,16: wrong?"
Wikipedia,365,965,106347,"in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move <url>, what other monastery with this name exists?",Rating,,,,0,,,,,,8,,,,,,-4,,0,,,-2,,,,-4,,,,,-8,,,-1,,,,,,,-2,,,0,,,-4,,,-1,,-3
Wikipedia,365,965,106347,"in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move <url>, what other monastery with this name exists?",Highlight,,,,"19: And,20: why,21: did,22: you,25: what,26: other",,,,,,"1: in,2: this,3: case",,,,,,"19: And,20: why,21: did,22: you,23: move,24: <url>,,25: what,26: other,27: monastery,28: with,29: this,30: name,31: exists?",,27: monastery,,,"20: why,21: did,22: you,23: move",,,,"1: in,2: this,3: case,20: why,21: did,22: you,23: move,24: <url>,",,,,,"20: why,21: did,22: you,23: move,24: <url>,",,,"25: what,26: other,27: monastery,28: with,29: this,30: name,31: exists?",,,,,,,"6: has,7: to,8: be,20: why,21: did,22: you",,,"19: And,20: why",,,"6: has,7: to,8: be",,,"19: And,20: why,21: did,22: you,25: what,26: other",,"6: has,7: to,19: And,20: why,21: did,22: you,25: what"
Wikipedia,366,966,625272,"""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?",Rating,,,,-6,,,,,,9,,,,,,-6,,1,,,1,,,,-1,,,,,-6,,,-3,,,,,,,0,,,-5,,,-4,,,-2,,-5
Wikipedia,366,966,625272,"""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?",Highlight,,,,"1: ""Provocations""?,2: How,3: is,4: it,5: provoking,12: calling,13: people,18: not,19: controversial?",,,,,,"1: ""Provocations""?",,,,,,"2: How,3: is,4: it,5: provoking",,"1: ""Provocations""?",,,"2: How,3: is,4: it,5: provoking",,,,"2: How,3: is,4: it",,,,,"1: ""Provocations""?,2: How,3: is,4: it,5: provoking,6: to,7: suggest",,,"1: ""Provocations""?",,,,,,,"2: How,3: is,4: it,5: provoking",,,"2: How,3: is,4: it",,,"1: ""Provocations""?",,,"1: ""Provocations""?,2: How,3: is,4: it",,"2: How,3: is,4: it,5: provoking"
Wikipedia,367,967,612461,"I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?",Rating,,,,0,,,,,,-7,,,,,,2,,-3,,,-2,,,,,,,,,0,,,,,,,,,,0,,,2,,,5,,,-5,,-2
Wikipedia,367,967,612461,"I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?",Highlight,,,,"1: I've,3: noticed,4: I,5: wrote,21: I,34: Check",,,,,,"34: Check,39: stupid,,41: smooth",,,,,,"34: Check,35: I,36: haven't,37: done,38: anything,39: stupid,",,"39: stupid,",,,"34: Check,35: I,36: haven't,37: done,38: anything,39: stupid,",,,,"1: I've,2: just,3: noticed,4: I,5: wrote,6: ""It's,7: possibly,8: the,9: most,10: ''possible'',11: incident,12: in,13: his,14: life"",15: for,16: ""possibly,17: the,18: most,19: ''important''"",",,,,,34: Check,,,"34: Check,35: I,36: haven't,37: done,38: anything,39: stupid,",,,,,,,"22: may,23: be",,,34: Check,,,"34: Check,35: I,36: haven't,37: done,38: anything,39: stupid,",,,"21: I,22: may,23: be,35: I,36: haven't,37: done,38: anything,39: stupid,",,"1: I've,2: just,3: noticed,21: I,22: may,23: be,34: Check,35: I,36: haven't,37: done,38: anything,39: stupid,,40: and,41: smooth,42: out,43: the,44: text?"
Wikipedia,368,968,239991,"I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?",Rating,,,,6,,,,,,8,,,,,,4,,7,,,2,,,,-1,,,,,,,,1,,,,,,,2,,,7,,,11,,,-10,,7
Wikipedia,368,968,239991,"I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?",Highlight,,,,"7: thank,8: you,9: very,10: much,13: kind,14: gesture,,15: dear,16: friend.",,,,,,"7: thank,8: you,15: dear,17: What's,18: up",,,,,,"7: thank,8: you,9: very,10: much",,"13: kind,15: dear",,,"17: What's,18: up,19: with,20: you?",,,,"17: What's,18: up,19: with,20: you?",,,,,"7: thank,8: you,9: very,10: much,13: kind,14: gesture,,15: dear,16: friend.,17: What's,18: up,19: with,20: you?",,,"7: thank,8: you,9: very,10: much,17: What's,18: up,19: with,20: you?",,,,,,,"7: thank,8: you,9: very,10: much,13: kind,15: dear,16: friend.",,,"7: thank,8: you,9: very,10: much",,,"7: thank,8: you,9: very,10: much,11: for,12: this,13: kind,14: gesture,,15: dear,16: friend.,17: What's,18: up,19: with,20: you?",,,"7: thank,8: you,9: very,10: much,11: for,12: this,13: kind,14: gesture,,15: dear,16: friend.,17: What's,18: up,19: with,20: you?",,"7: thank,8: you,9: very,10: much,15: dear,16: friend.,17: What's,18: up,19: with,20: you?"
Wikipedia,369,969,475889,You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?,Rating,,,,-4,,,,,,7,,,,,,-11,,-2,,,-3,,,,-7,,,,,-11,,,-2,,,,,,,-2,,,5,,,-6,,,-7,,-12
Wikipedia,369,969,475889,You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?,Highlight,,,,"10: I,11: remember,12: you,13: telling,14: me,28: Do,29: you,30: not,31: recall",,,,,,31: recall,,,,,,"28: Do,29: you,30: not,31: recall,32: that,33: instance?",,31: recall,,,"1: You,2: lost,3: me,4: J.",,,,"1: You,2: lost,3: me,4: J.,28: Do,29: you,30: not,31: recall,32: that,33: instance?",,,,,"1: You,2: lost,3: me,4: J.,5: I,6: did,7: the,8: edits,28: Do,29: you,30: not,31: recall",,,"1: You,2: lost,3: me,28: Do,29: you,30: not,31: recall",,,,,,,"1: You,2: lost,3: me,28: Do,29: you,30: not",,,"1: You,2: lost,3: me",,,"1: You,2: lost,3: me,4: J.,28: Do,29: you,30: not,31: recall",,,"1: You,2: lost,3: me,28: Do,29: you,30: not,31: recall,32: that,33: instance?",,"1: You,2: lost,3: me,4: J.,10: I,11: remember,12: you,13: telling,14: me,28: Do,29: you,30: not,31: recall"
Wikipedia,370,970,286628,"I know you moved the section about the theme park because someone complained it did not belong in 'fandom', but i'm not convinced that was correct. exactly what sort of people go to such a place if not fans?",Rating,,,,-3,,,,,,6,,,,,,-3,,2,,,-1,,,,0,,,,,-10,,,0,,,,,,,-1,,,1,,,-2,,,-4,,-1
Wikipedia,370,970,286628,"I know you moved the section about the theme park because someone complained it did not belong in 'fandom', but i'm not convinced that was correct. exactly what sort of people go to such a place if not fans?",Highlight,,,,"3: you,4: moved,11: because,12: someone,13: complained,21: i'm,22: not,23: convinced,26: correct.,37: if,38: not,39: fans?",,,,,,27: exactly,,,,,,"27: exactly,28: what,29: sort,30: of,31: people,32: go,33: to",,38: not,,,"20: but,21: i'm,22: not,23: convinced,24: that",,,,"1: I,2: know,3: you,20: but,21: i'm,22: not,23: convinced,24: that,25: was,26: correct.",,,,,"21: i'm,22: not,23: convinced",,,"27: exactly,28: what",,,,,,,"20: but,21: i'm,22: not,23: convinced",,,27: exactly,,,27: exactly,,,"1: I,2: know,3: you,20: but,21: i'm,22: not,23: convinced,24: that",,"1: I,2: know,20: but,21: i'm,22: not,23: convinced,24: that,25: was,26: correct.,27: exactly"
Wikipedia,371,971,59714,"(according to my talk page) that we are going to loose the image of <url> that I just added over a copyright issue. I have not had luck finding a free one, perhaps you can do better?",Rating,-6,,,,,,,0,4,,-3,,,,,2,,,,6,,,,,,,-1,,,-4,,,0,,,,,3,,,-8,,,,,,4,,,,3
Wikipedia,371,971,59714,"(according to my talk page) that we are going to loose the image of <url> that I just added over a copyright issue. I have not had luck finding a free one, perhaps you can do better?",Highlight,"33: perhaps,34: you,35: can,36: do,37: better?",,,,,,,"1: (according,2: to,3: my,4: talk,5: page),33: perhaps,34: you,35: can,36: do,37: better?","33: perhaps,34: you,35: can",,"9: going,10: to,11: loose,33: perhaps,34: you,35: can,36: do,37: better?",,,,,"33: perhaps,34: you,35: can,36: do,37: better?",,,,"6: that,7: we,8: are,9: going,10: to,11: loose",,,,,,,"33: perhaps,34: you,35: can,36: do,37: better?",,,"24: I,25: have,26: not,27: had,28: luck,29: finding,30: a,31: free,32: one,,33: perhaps,34: you,35: can,36: do,37: better?",,,"26: not,27: had,28: luck,33: perhaps,35: can,36: do,37: better?",,,,,"18: just,33: perhaps",,,"25: have,26: not,27: had,28: luck,33: perhaps,34: you,35: can,36: do,37: better?",,,,,,"33: perhaps,34: you,35: can,36: do,37: better?",,,,"24: I,25: have,26: not,27: had,28: luck,33: perhaps,34: you,35: can,36: do,37: better?"
Wikipedia,372,972,387212,"Dude, what's going on? Why are you leaving?",Rating,-9,,,,,,,-3,0,,-2,,,,,-11,,,,-1,,,,,,,-6,,,0,,,-2,,,,,-6,,,-10,,,,,,-3,,,,-10
Wikipedia,372,972,387212,"Dude, what's going on? Why are you leaving?",Highlight,"1: Dude,",,,,,,,"1: Dude,,5: Why,6: are,7: you,8: leaving?","1: Dude,",,"1: Dude,",,,,,"1: Dude,,2: what's,3: going,4: on?",,,,"2: what's,3: going,4: on?,5: Why,6: are",,,,,,,"1: Dude,,2: what's,3: going,4: on?,5: Why,6: are,7: you,8: leaving?",,,"1: Dude,,2: what's,3: going,4: on?",,,"5: Why,6: are,7: you,8: leaving?",,,,,"1: Dude,",,,"1: Dude,,5: Why,6: are,7: you,8: leaving?",,,,,,"1: Dude,",,,,"1: Dude,,2: what's,3: going,4: on?,5: Why,6: are,7: you"
Wikipedia,373,973,290781,"Hi, I was looking through <url> and noticed that the Gaza article has been on hold for over five weeks. There doesn't seem to have been much discussion on the talk page in April, so what's the status of the article?",Rating,0,,,,,,,3,-1,,1,,,,,-5,,,,4,,,,,,,3,,,0,,,2,,,,,0,,,4,,,,,,0,,,,-4
Wikipedia,373,973,290781,"Hi, I was looking through <url> and noticed that the Gaza article has been on hold for over five weeks. There doesn't seem to have been much discussion on the talk page in April, so what's the status of the article?",Highlight,"35: so,36: what's,37: the,38: status",,,,,,,"1: Hi,,8: noticed,21: There,22: doesn't,23: seem,27: much,35: so,36: what's,37: the,38: status","1: Hi,,35: so,36: what's,37: the,38: status",,35: so,,,,,"35: so,36: what's,37: the,38: status,39: of,40: the,41: article?",,,,"21: There,22: doesn't,23: seem,24: to,25: have,26: been,27: much,28: discussion",,,,,,,"21: There,22: doesn't,23: seem,24: to,25: have,26: been,27: much,28: discussion,29: on,30: the,31: talk,32: page,33: in,34: April,",,,36: what's,,,"8: noticed,14: been,15: on,16: hold,22: doesn't,23: seem,24: to,25: have",,,,,"1: Hi,,23: seem",,,"22: doesn't,23: seem,24: to,25: have,26: been,35: so",,,,,,35: so,,,,"1: Hi,,18: over,19: five,20: weeks.,21: There,22: doesn't,23: seem,24: to"
Wikipedia,374,974,546077,"I've nominated a biology-type article, <url>, at <url>. Would you be interested in reviewing it?",Rating,3,,,,,,,12,5,,6,,,,,3,,,,-3,,,,,,,4,,,0,,,3,,,,,0,,,8,,,,,,7,,,,9
Wikipedia,374,974,546077,"I've nominated a biology-type article, <url>, at <url>. Would you be interested in reviewing it?",Highlight,"9: Would,10: you,11: be,12: interested",,,,,,,"9: Would,10: you,11: be,12: interested","9: Would,10: you,11: be,12: interested",,"9: Would,10: you,11: be,12: interested,13: in,14: reviewing,15: it?",,,,,"9: Would,10: you,11: be,12: interested",,,,"1: I've,2: nominated,3: a,4: biology-type,5: article,",,,,,,,"9: Would,10: you,11: be,12: interested,13: in",,,9: Would,,,"9: Would,10: you,11: be,12: interested",,,,,12: interested,,,"9: Would,10: you,11: be,12: interested,13: in",,,,,,9: Would,,,,"9: Would,10: you,11: be,12: interested"
